,Education,JoiningYear,City,PaymentTier,Age,Gender,EverBenched,ExperienceInCurrentDomain
796,Bachelors,2016,Bangalore,3,25,Male,No,3
2180,Bachelors,2014,Bangalore,3,29,Female,No,2
2128,Bachelors,2015,Bangalore,3,30,Female,No,2
3634,Bachelors,2017,Bangalore,3,32,Male,No,2
3177,Masters,2017,New Delhi,2,36,Male,Yes,2
758,Masters,2017,Pune,3,24,Male,No,2
541,Bachelors,2018,Bangalore,3,24,Male,No,2
1019,Bachelors,2013,Bangalore,3,27,Female,No,5
4042,Bachelors,2012,Bangalore,3,24,Male,No,2
3031,Bachelors,2013,New Delhi,3,41,Female,No,4
3552,Masters,2017,New Delhi,3,35,Male,No,1
165,Bachelors,2014,Bangalore,3,27,Male,No,5
248,Bachelors,2016,Pune,3,26,Male,No,4
1331,Bachelors,2012,New Delhi,3,27,Male,No,5
2017,Bachelors,2012,Bangalore,3,26,Male,No,4
446,Bachelors,2014,Bangalore,3,25,Male,Yes,3
2482,PHD,2012,New Delhi,1,29,Female,No,2
2906,Bachelors,2015,Pune,3,28,Male,No,5
1358,Masters,2017,New Delhi,3,28,Male,No,5
2845,Bachelors,2013,Bangalore,3,26,Female,No,4
3921,Bachelors,2012,Bangalore,3,33,Male,Yes,0
2145,Bachelors,2016,Pune,3,29,Male,No,2
1329,Bachelors,2016,Pune,3,25,Male,No,3
2853,Bachelors,2012,Bangalore,3,29,Male,No,4
2785,Masters,2014,New Delhi,3,28,Female,No,3
763,Masters,2015,New Delhi,3,26,Male,No,4
4127,Bachelors,2014,New Delhi,3,33,Female,Yes,4
3493,Bachelors,2015,Pune,3,37,Female,No,2
2150,Bachelors,2016,Bangalore,3,29,Male,No,2
434,Bachelors,2017,Pune,3,27,Male,No,5
2122,Bachelors,2012,Bangalore,3,28,Male,No,2
577,Bachelors,2017,Pune,2,26,Female,No,4
3981,Bachelors,2013,Bangalore,3,34,Male,No,6
2900,PHD,2014,Bangalore,3,27,Male,No,5
1252,Masters,2013,Bangalore,3,27,Male,No,5
3278,Masters,2017,New Delhi,2,37,Female,No,4
2966,Bachelors,2017,New Delhi,2,26,Female,No,4
3374,Bachelors,2013,Bangalore,3,41,Male,Yes,2
2814,Bachelors,2017,Bangalore,3,29,Male,No,0
4457,Bachelors,2016,Bangalore,3,33,Male,No,0
2448,Bachelors,2016,Bangalore,3,30,Male,No,1
1848,Bachelors,2016,Bangalore,3,26,Male,No,4
762,Bachelors,2016,New Delhi,3,25,Female,Yes,3
3805,Bachelors,2016,Bangalore,3,40,Male,No,0
3037,Bachelors,2013,New Delhi,3,33,Female,No,1
388,Bachelors,2015,Pune,3,28,Male,No,2
235,Bachelors,2015,Bangalore,3,24,Male,No,2
1077,Bachelors,2015,Bangalore,3,24,Female,No,2
1984,Bachelors,2014,Pune,2,27,Female,No,5
267,Bachelors,2012,Bangalore,3,27,Male,Yes,5
3377,PHD,2013,Bangalore,3,39,Male,No,2
3962,Bachelors,2016,Pune,3,38,Female,No,7
770,Bachelors,2017,New Delhi,3,28,Male,No,2
2165,PHD,2015,New Delhi,3,28,Male,No,2
437,Masters,2012,Pune,3,27,Male,No,5
673,Bachelors,2017,Bangalore,3,26,Male,No,4
249,Masters,2015,New Delhi,3,26,Female,No,4
2201,Bachelors,2015,Pune,2,26,Female,Yes,4
1574,Bachelors,2017,Bangalore,3,28,Male,No,3
3143,Bachelors,2015,Bangalore,3,38,Male,No,3
2142,Bachelors,2016,Pune,3,28,Male,No,2
3419,Bachelors,2013,Pune,3,37,Male,No,2
2081,Bachelors,2013,Pune,2,29,Female,No,1
1823,Bachelors,2014,Pune,2,27,Female,No,5
487,Bachelors,2015,New Delhi,3,26,Female,Yes,4
880,Bachelors,2017,Bangalore,3,27,Male,No,5
448,Bachelors,2012,Pune,3,27,Male,No,5
1469,Bachelors,2017,Pune,2,28,Male,No,0
4594,Bachelors,2013,Bangalore,3,36,Female,No,0
716,Bachelors,2015,Pune,2,27,Male,No,5
684,Bachelors,2018,Pune,3,26,Male,No,4
50,PHD,2017,New Delhi,3,34,Male,No,2
2048,Masters,2012,New Delhi,3,26,Female,No,4
2724,Masters,2013,Pune,3,26,Male,No,4
4212,Bachelors,2013,Bangalore,3,25,Female,No,3
1460,Bachelors,2012,Pune,3,24,Male,No,2
1668,Bachelors,2016,Bangalore,3,28,Male,Yes,0
2756,Bachelors,2015,New Delhi,3,30,Female,Yes,1
2000,Bachelors,2017,New Delhi,3,28,Female,No,1
404,Bachelors,2012,Bangalore,3,26,Female,No,4
384,Bachelors,2014,Bangalore,3,26,Male,No,4
4184,Bachelors,2014,Pune,1,37,Male,No,1
2152,Masters,2014,New Delhi,3,29,Male,No,1
1633,Bachelors,2013,Bangalore,3,28,Female,No,1
4273,Bachelors,2015,Pune,3,32,Male,No,0
3925,Masters,2017,Bangalore,2,31,Male,No,5
223,Bachelors,2013,Bangalore,3,27,Male,No,5
2193,Masters,2013,New Delhi,3,26,Male,No,4
3136,Bachelors,2016,New Delhi,3,34,Male,No,1
1824,Masters,2017,New Delhi,1,24,Female,No,2
4286,Bachelors,2015,New Delhi,3,22,Male,No,0
797,Masters,2017,New Delhi,2,25,Male,No,3
2871,Bachelors,2017,New Delhi,2,30,Male,No,4
9,Masters,2017,New Delhi,2,37,Male,No,2
1944,Bachelors,2017,New Delhi,3,25,Male,No,3
1838,PHD,2014,Pune,3,24,Male,No,2
255,Bachelors,2017,Pune,2,25,Male,No,3
4200,PHD,2012,New Delhi,3,25,Male,No,3
1581,Bachelors,2013,Pune,2,24,Female,No,2
2956,Bachelors,2017,New Delhi,2,26,Female,No,4
924,Bachelors,2018,Bangalore,3,25,Male,Yes,3
4128,Bachelors,2012,Bangalore,3,37,Male,No,4
2508,Bachelors,2012,Bangalore,3,30,Female,No,0
3775,Masters,2017,Bangalore,2,41,Male,Yes,2
2779,Masters,2018,New Delhi,3,30,Male,No,2
539,Masters,2013,New Delhi,3,25,Female,No,3
2745,Bachelors,2017,New Delhi,2,26,Male,No,4
4190,Bachelors,2017,Bangalore,3,28,Male,No,2
1145,Bachelors,2015,Bangalore,3,27,Female,No,5
667,Bachelors,2015,Bangalore,1,25,Male,No,3
3019,Bachelors,2013,Pune,3,37,Male,No,0
357,Masters,2017,Pune,3,28,Male,No,1
2831,Bachelors,2014,New Delhi,3,30,Female,No,2
2783,Masters,2017,New Delhi,3,30,Male,No,3
1353,Masters,2017,New Delhi,1,25,Female,No,3
470,Masters,2018,New Delhi,3,28,Male,Yes,2
2703,Bachelors,2015,Bangalore,3,29,Female,No,0
3330,Bachelors,2014,Pune,2,39,Female,No,5
3637,Bachelors,2017,Bangalore,3,39,Male,No,3
1396,Bachelors,2013,Bangalore,3,27,Male,No,5
3584,Bachelors,2017,Bangalore,3,35,Female,No,3
4179,Masters,2017,Pune,2,27,Female,No,5
3376,Bachelors,2015,Pune,3,34,Male,No,5
1256,Masters,2017,Bangalore,2,24,Male,No,2
3512,Bachelors,2016,Bangalore,3,37,Male,No,2
1250,Bachelors,2017,Bangalore,3,27,Male,Yes,5
4568,Masters,2017,New Delhi,2,39,Female,No,4
3284,Masters,2018,New Delhi,3,38,Male,No,2
2933,Bachelors,2017,Bangalore,3,27,Male,No,5
1852,Bachelors,2018,Bangalore,3,25,Female,No,3
4531,Masters,2017,New Delhi,3,31,Male,No,2
2105,Bachelors,2014,Bangalore,1,30,Male,Yes,2
133,Masters,2017,Bangalore,3,26,Male,No,4
928,Bachelors,2014,Bangalore,3,27,Male,No,5
823,Bachelors,2017,Bangalore,3,24,Male,No,2
4231,Bachelors,2015,New Delhi,3,30,Male,No,5
1531,Bachelors,2013,Pune,1,26,Female,No,4
1214,Bachelors,2012,Bangalore,3,26,Male,No,4
504,Bachelors,2017,New Delhi,2,27,Female,No,5
1996,Bachelors,2013,Pune,3,26,Male,No,4
3072,Bachelors,2017,Bangalore,3,35,Male,Yes,2
1958,Masters,2017,New Delhi,1,27,Male,No,5
1384,Bachelors,2013,Bangalore,3,26,Male,No,4
894,Bachelors,2013,Bangalore,3,28,Female,No,3
455,Bachelors,2013,Bangalore,3,27,Male,No,5
4319,Bachelors,2015,Pune,2,24,Female,No,2
3709,Bachelors,2015,Bangalore,3,36,Male,No,3
4302,Masters,2013,New Delhi,3,31,Male,No,2
3522,Bachelors,2013,Bangalore,3,38,Male,No,5
4134,Bachelors,2013,Pune,3,33,Male,No,5
3602,Masters,2017,New Delhi,2,41,Male,No,3
713,Bachelors,2016,Pune,2,27,Female,No,5
2214,Bachelors,2012,Bangalore,3,30,Female,No,1
2923,Bachelors,2015,Pune,2,28,Female,No,0
1810,Bachelors,2012,New Delhi,3,24,Female,No,2
3486,Masters,2016,New Delhi,3,41,Male,No,5
3141,Masters,2017,New Delhi,2,38,Male,No,5
1827,Bachelors,2014,Pune,3,28,Male,No,0
1155,Masters,2012,New Delhi,3,26,Female,No,4
1324,Bachelors,2015,Pune,3,24,Male,No,2
510,Bachelors,2016,Bangalore,3,24,Male,No,2
1680,Masters,2017,Bangalore,1,26,Male,No,4
499,Bachelors,2013,Bangalore,3,26,Male,Yes,4
4224,Bachelors,2014,Bangalore,3,27,Female,No,5
1856,Masters,2017,Bangalore,3,26,Female,No,4
1388,Bachelors,2017,Pune,3,25,Female,No,3
3719,Bachelors,2015,Pune,2,36,Female,No,0
2386,Bachelors,2014,New Delhi,3,28,Female,Yes,2
3236,Bachelors,2015,Pune,2,41,Female,No,3
1540,PHD,2012,Pune,3,27,Male,No,5
1217,Masters,2017,New Delhi,3,24,Female,No,2
2681,Bachelors,2015,Pune,2,26,Female,No,4
2993,Bachelors,2013,Pune,2,32,Female,No,4
1191,Bachelors,2017,New Delhi,2,25,Male,No,3
1542,Bachelors,2013,Bangalore,3,25,Male,No,3
3301,Bachelors,2016,Bangalore,3,34,Male,Yes,2
3324,Masters,2017,Pune,3,31,Male,No,3
2539,Bachelors,2015,Pune,2,28,Female,No,2
953,Bachelors,2015,Pune,2,27,Female,No,5
732,Bachelors,2013,Bangalore,3,27,Male,No,5
1156,Bachelors,2015,Pune,3,25,Male,No,3
3294,Masters,2017,New Delhi,3,39,Female,No,5
2982,Bachelors,2013,Bangalore,3,28,Male,No,0
2156,Bachelors,2015,Pune,1,28,Female,No,2
1062,Bachelors,2016,New Delhi,3,26,Male,No,4
2616,Bachelors,2015,Bangalore,3,28,Male,No,1
1167,Bachelors,2016,Bangalore,3,28,Female,No,5
3222,Bachelors,2013,Bangalore,3,33,Male,No,3
3636,Bachelors,2016,Bangalore,3,34,Male,No,2
2938,Masters,2014,New Delhi,3,28,Female,No,2
3140,Masters,2017,Pune,2,39,Female,No,3
143,Bachelors,2016,Bangalore,3,26,Male,No,4
3577,Bachelors,2015,Bangalore,3,34,Female,Yes,2
2782,Masters,2016,New Delhi,3,30,Male,No,2
717,Bachelors,2015,Bangalore,3,26,Male,No,4
1819,Bachelors,2016,Bangalore,3,25,Male,Yes,3
2502,Bachelors,2013,New Delhi,3,26,Male,No,4
4171,Masters,2017,New Delhi,2,26,Male,No,4
395,PHD,2013,Bangalore,3,25,Male,No,3
4501,Bachelors,2013,Pune,3,34,Male,No,5
1365,Bachelors,2013,Bangalore,3,26,Male,No,4
4246,Bachelors,2013,Pune,2,28,Male,No,5
595,Bachelors,2018,Bangalore,1,27,Male,No,5
3952,Bachelors,2012,Bangalore,3,40,Male,No,4
2914,Bachelors,2017,Bangalore,3,29,Male,No,0
2326,Bachelors,2013,Pune,1,26,Female,No,4
3766,Bachelors,2016,Pune,3,40,Male,No,5
3440,Masters,2015,Pune,1,38,Female,No,0
3851,Bachelors,2015,Pune,3,32,Female,No,0
4132,Bachelors,2017,New Delhi,3,40,Male,No,1
4278,PHD,2017,Pune,3,30,Male,No,5
2143,Bachelors,2013,Bangalore,3,26,Male,No,4
1571,Bachelors,2012,Bangalore,1,28,Male,No,3
4079,Bachelors,2014,Pune,3,33,Male,No,4
1122,Bachelors,2015,New Delhi,2,25,Female,No,3
2786,Bachelors,2013,Pune,3,26,Male,No,4
2967,Bachelors,2013,Bangalore,3,26,Female,No,4
2504,Bachelors,2013,Pune,3,29,Male,Yes,2
3465,Bachelors,2017,Bangalore,3,39,Female,No,3
675,Bachelors,2017,Pune,2,25,Female,No,3
2808,Bachelors,2012,Bangalore,3,27,Male,No,5
3348,Bachelors,2014,Pune,3,40,Male,No,5
728,Bachelors,2013,Bangalore,3,28,Male,Yes,1
412,Bachelors,2017,Pune,3,25,Male,No,3
3146,Bachelors,2014,Bangalore,1,39,Male,No,5
1516,PHD,2016,New Delhi,3,24,Female,No,2
825,Bachelors,2012,Bangalore,3,27,Female,No,5
3267,Bachelors,2018,New Delhi,3,35,Female,No,2
3974,Bachelors,2013,Bangalore,3,35,Female,No,5
616,Bachelors,2017,New Delhi,2,26,Male,No,4
114,Masters,2017,New Delhi,2,28,Male,No,2
417,Bachelors,2016,Pune,3,25,Male,No,3
3069,Bachelors,2016,Bangalore,3,33,Male,No,1
1625,Masters,2017,Pune,1,28,Male,No,0
4605,Masters,2017,New Delhi,3,40,Female,No,1
4185,Bachelors,2015,Bangalore,3,22,Male,No,0
2896,Bachelors,2016,Bangalore,3,29,Female,No,0
4352,Bachelors,2018,Pune,3,36,Male,Yes,1
2082,Bachelors,2015,Bangalore,1,27,Male,No,5
753,Bachelors,2012,Bangalore,3,28,Female,No,2
2546,Masters,2013,New Delhi,2,27,Female,No,5
3969,Bachelors,2017,Bangalore,3,33,Female,No,6
3373,Bachelors,2014,Pune,3,34,Female,No,2
4107,Bachelors,2015,Bangalore,3,28,Male,No,0
2444,Bachelors,2015,New Delhi,3,29,Female,Yes,1
1066,PHD,2015,New Delhi,2,24,Female,No,2
3913,Bachelors,2015,Pune,1,38,Female,No,1
3498,Bachelors,2018,Bangalore,3,34,Female,No,3
2738,Bachelors,2014,New Delhi,3,29,Male,Yes,4
4000,Bachelors,2012,Bangalore,3,25,Female,No,3
1568,Bachelors,2018,Pune,3,27,Female,No,5
2427,Bachelors,2015,Pune,2,29,Female,No,2
3746,Bachelors,2015,New Delhi,3,31,Male,No,0
4322,Bachelors,2018,Bangalore,3,35,Female,No,2
1687,Masters,2012,Pune,3,26,Male,No,4
851,Masters,2017,New Delhi,2,26,Male,No,4
3546,Masters,2018,Pune,3,31,Male,No,2
895,Bachelors,2017,New Delhi,3,27,Male,No,5
335,Bachelors,2018,Bangalore,3,24,Female,No,2
2839,Masters,2012,New Delhi,3,29,Male,No,2
3087,Bachelors,2017,Bangalore,3,37,Male,No,2
1348,Bachelors,2016,Pune,2,24,Female,No,2
1015,Bachelors,2014,Bangalore,3,25,Male,No,3
2816,Bachelors,2017,New Delhi,2,26,Female,No,4
1631,Masters,2015,Pune,2,27,Female,No,5
2489,PHD,2015,New Delhi,3,28,Male,No,2
3730,Bachelors,2015,Bangalore,3,39,Male,No,2
3251,Bachelors,2016,Bangalore,3,37,Female,No,0
4317,Bachelors,2012,Pune,3,31,Male,No,3
2070,PHD,2015,New Delhi,2,29,Female,Yes,1
4543,Bachelors,2017,New Delhi,2,26,Female,No,4
1635,Bachelors,2012,Bangalore,3,28,Female,No,2
2479,Bachelors,2015,Bangalore,3,28,Male,No,2
2265,Bachelors,2018,Bangalore,3,29,Female,Yes,2
2959,Bachelors,2014,Bangalore,3,29,Female,No,2
3059,Bachelors,2015,Bangalore,3,39,Male,No,3
2141,Masters,2017,Pune,3,29,Male,No,2
3118,Bachelors,2015,Pune,3,37,Male,No,1
4405,Bachelors,2013,Pune,2,39,Female,No,1
4045,Bachelors,2014,Bangalore,3,27,Male,No,5
3356,Masters,2017,New Delhi,3,37,Female,No,3
2744,Bachelors,2014,Bangalore,3,28,Male,No,4
3506,Bachelors,2013,Pune,3,37,Male,No,2
1679,Masters,2017,Bangalore,3,25,Male,No,3
4249,Bachelors,2014,Pune,3,36,Female,No,5
3147,Masters,2017,New Delhi,2,38,Female,No,2
2294,Bachelors,2015,Pune,2,29,Female,Yes,2
580,Masters,2015,New Delhi,3,28,Female,Yes,2
1470,Bachelors,2015,Pune,2,26,Female,No,4
4070,Bachelors,2015,Pune,1,22,Female,No,0
3343,Bachelors,2015,Pune,2,40,Female,No,2
3672,Masters,2017,New Delhi,2,40,Female,No,2
559,Bachelors,2015,Bangalore,3,25,Male,No,3
2849,Bachelors,2013,Bangalore,3,30,Female,No,1
512,Bachelors,2015,Bangalore,3,28,Female,No,1
1081,Bachelors,2012,Bangalore,3,25,Male,No,3
1664,Bachelors,2012,Pune,1,26,Male,No,4
1012,Bachelors,2014,Bangalore,3,26,Male,No,4
1931,Bachelors,2015,Bangalore,3,25,Male,No,3
1150,Bachelors,2018,Bangalore,3,25,Male,No,3
2838,Masters,2017,New Delhi,3,26,Female,No,4
116,Bachelors,2015,Bangalore,3,28,Male,No,2
740,PHD,2012,New Delhi,3,24,Male,No,2
4473,PHD,2015,Pune,2,35,Female,No,0
3675,Bachelors,2014,Pune,2,40,Female,No,3
830,Bachelors,2018,Bangalore,3,24,Female,No,2
119,Bachelors,2017,New Delhi,2,25,Male,No,3
4448,Bachelors,2016,Bangalore,3,35,Male,No,3
4416,Bachelors,2017,Bangalore,3,32,Female,No,3
635,Bachelors,2017,Bangalore,3,25,Male,No,3
4142,Bachelors,2013,Bangalore,3,26,Female,No,4
991,Bachelors,2014,New Delhi,3,24,Female,No,2
876,Bachelors,2015,Bangalore,3,28,Male,Yes,2
4,Masters,2017,Pune,3,24,Male,Yes,2
3051,Bachelors,2015,Bangalore,3,34,Male,No,5
3124,Bachelors,2012,Bangalore,3,31,Male,No,4
2660,Bachelors,2013,Bangalore,3,27,Female,No,5
2491,Bachelors,2014,Pune,3,28,Male,No,4
3854,Masters,2014,Pune,3,39,Male,No,2
1715,Masters,2017,New Delhi,2,28,Female,No,2
1148,Bachelors,2013,New Delhi,2,25,Female,No,3
3261,PHD,2018,New Delhi,3,35,Female,No,0
574,Bachelors,2018,Bangalore,3,27,Male,No,5
3769,Masters,2013,New Delhi,3,37,Male,Yes,2
3736,Masters,2016,Bangalore,1,37,Male,No,2
4146,Masters,2017,New Delhi,3,35,Female,No,2
853,Masters,2017,New Delhi,2,25,Female,No,3
1982,Bachelors,2017,New Delhi,2,25,Male,No,3
2774,Masters,2013,Bangalore,3,30,Male,No,1
1166,Bachelors,2015,Pune,3,28,Male,No,2
971,Bachelors,2017,Bangalore,3,24,Male,No,2
2701,Bachelors,2017,New Delhi,3,27,Male,No,5
3847,Bachelors,2017,Bangalore,3,35,Male,Yes,0
2368,Bachelors,2017,New Delhi,2,28,Female,No,1
4115,Bachelors,2015,Bangalore,3,23,Female,No,1
4131,Bachelors,2017,Pune,2,34,Male,No,2
2950,Masters,2017,New Delhi,3,27,Male,No,5
524,Masters,2017,New Delhi,3,24,Male,No,2
2455,Bachelors,2012,Pune,1,27,Male,No,5
1841,Bachelors,2013,Pune,2,24,Male,Yes,2
537,Bachelors,2014,Bangalore,3,26,Male,Yes,4
2806,Bachelors,2014,Bangalore,3,29,Male,No,3
4341,Bachelors,2014,Bangalore,1,39,Female,No,4
3175,Bachelors,2017,Pune,3,40,Male,No,3
784,Bachelors,2016,Bangalore,3,25,Male,Yes,3
4057,Masters,2018,Bangalore,3,30,Male,Yes,2
1409,Bachelors,2018,Bangalore,3,27,Male,No,5
2537,Bachelors,2013,Bangalore,3,26,Male,No,4
154,Bachelors,2016,Pune,2,24,Female,No,2
3009,Bachelors,2015,Pune,3,41,Male,No,5
1686,Bachelors,2018,Bangalore,3,25,Female,No,3
2901,Bachelors,2013,Bangalore,3,27,Male,Yes,5
4604,Bachelors,2015,Pune,2,38,Male,No,2
3863,Masters,2016,New Delhi,3,37,Female,No,2
2733,Masters,2014,New Delhi,3,28,Male,No,2
1895,Bachelors,2015,Bangalore,3,25,Female,No,3
569,Bachelors,2016,Bangalore,3,26,Male,No,4
1816,Bachelors,2017,Bangalore,3,28,Female,No,3
2065,Bachelors,2016,Pune,3,30,Male,No,1
127,Bachelors,2015,Pune,3,27,Male,No,5
3394,Bachelors,2013,Bangalore,3,41,Male,No,2
3327,Bachelors,2016,Bangalore,3,39,Female,No,5
4639,Bachelors,2017,Bangalore,3,28,Male,No,0
2975,Masters,2018,New Delhi,3,28,Female,No,2
980,Bachelors,2014,New Delhi,3,24,Male,No,2
2300,Masters,2014,Bangalore,3,28,Male,No,1
190,Bachelors,2015,Bangalore,3,26,Male,No,4
1139,Bachelors,2014,Bangalore,3,28,Female,No,3
699,Masters,2017,Pune,1,24,Male,No,2
4449,Bachelors,2013,Bangalore,3,33,Male,No,3
606,Masters,2015,New Delhi,3,24,Female,No,2
4276,Bachelors,2012,New Delhi,3,32,Female,No,0
301,Bachelors,2014,New Delhi,3,28,Female,No,1
3420,Bachelors,2012,Bangalore,3,32,Female,No,2
4487,Masters,2017,New Delhi,3,34,Male,No,1
1060,Bachelors,2017,Bangalore,3,28,Male,No,1
2565,Bachelors,2015,New Delhi,3,28,Female,No,4
4647,Bachelors,2016,Pune,3,30,Male,No,2
1069,PHD,2015,Pune,1,25,Female,No,3
2524,Masters,2017,New Delhi,2,29,Female,No,2
2205,Bachelors,2014,Bangalore,3,29,Male,No,1
1243,Masters,2017,New Delhi,2,25,Female,No,3
16,Bachelors,2014,Bangalore,3,34,Female,No,2
3120,Bachelors,2018,New Delhi,3,39,Female,Yes,0
815,Masters,2017,Bangalore,2,25,Female,Yes,3
3067,Masters,2017,New Delhi,2,31,Male,No,4
959,Bachelors,2015,Bangalore,3,26,Male,No,4
225,Bachelors,2013,Pune,3,28,Male,No,2
3354,Bachelors,2014,Bangalore,3,31,Male,No,0
2485,Bachelors,2014,Pune,3,28,Male,No,1
562,Bachelors,2016,Bangalore,3,27,Female,No,5
3436,Bachelors,2015,Bangalore,3,36,Male,No,1
1693,Bachelors,2016,Pune,3,26,Male,No,4
1045,Bachelors,2016,Pune,2,28,Female,No,4
3446,Bachelors,2012,New Delhi,3,33,Male,No,3
954,Masters,2017,Pune,2,28,Male,No,3
2735,Bachelors,2015,Pune,3,27,Male,No,5
4563,Bachelors,2017,Bangalore,3,23,Male,No,1
1218,Bachelors,2017,Pune,3,24,Male,No,2
1527,Masters,2017,Pune,2,27,Male,No,5
3987,Bachelors,2013,Bangalore,1,38,Male,No,6
1300,Bachelors,2017,Bangalore,3,27,Male,No,5
160,Bachelors,2014,Bangalore,3,28,Female,No,3
4067,Bachelors,2017,Bangalore,1,34,Male,Yes,0
956,Masters,2017,Pune,2,24,Female,No,2
3791,Bachelors,2016,Bangalore,3,34,Male,Yes,1
3234,Bachelors,2015,Bangalore,1,35,Male,No,5
2869,Bachelors,2017,Pune,3,30,Male,No,0
3777,Masters,2017,New Delhi,2,37,Female,No,2
2961,Bachelors,2013,Bangalore,3,28,Male,No,0
2200,Bachelors,2014,Bangalore,3,28,Male,No,1
98,Bachelors,2014,Bangalore,3,29,Female,No,0
2557,Bachelors,2012,Bangalore,3,29,Male,Yes,2
3183,Bachelors,2017,Pune,3,34,Female,No,1
253,Bachelors,2017,Bangalore,3,28,Male,No,2
3923,Masters,2012,Bangalore,3,39,Female,No,3
4199,Bachelors,2012,Bangalore,1,35,Male,No,4
1445,Bachelors,2018,Pune,3,25,Female,No,3
1648,Bachelors,2017,Bangalore,3,27,Male,No,5
3991,Bachelors,2017,Pune,2,22,Male,No,0
1696,Masters,2017,Pune,2,25,Male,No,3
3191,PHD,2014,Bangalore,3,31,Male,No,1
1154,Bachelors,2014,Bangalore,3,24,Male,No,2
2255,Bachelors,2013,Bangalore,3,26,Female,No,4
1682,Bachelors,2016,Bangalore,3,27,Male,No,5
3170,Bachelors,2017,Bangalore,3,35,Female,No,3
2056,Bachelors,2014,Bangalore,3,28,Female,No,2
4090,Bachelors,2015,New Delhi,3,25,Female,Yes,3
3108,Bachelors,2013,Bangalore,3,31,Female,Yes,3
3723,Bachelors,2018,Pune,3,35,Female,No,0
2049,Bachelors,2014,Bangalore,3,26,Male,No,4
3643,Masters,2017,New Delhi,1,40,Male,No,0
4584,Bachelors,2015,Pune,1,39,Male,No,1
623,Bachelors,2016,Pune,3,28,Male,No,3
262,Masters,2018,Bangalore,3,24,Male,No,2
3369,Bachelors,2015,Bangalore,3,31,Male,No,1
4061,Bachelors,2015,Bangalore,3,30,Male,No,2
1802,Bachelors,2014,Bangalore,3,25,Female,No,3
4645,Masters,2017,Pune,2,31,Female,No,2
2385,Bachelors,2017,Pune,3,27,Male,No,5
1959,Bachelors,2018,Bangalore,3,27,Male,No,5
2976,PHD,2015,New Delhi,2,27,Female,No,5
488,Bachelors,2013,Pune,2,24,Male,Yes,2
1843,Masters,2017,New Delhi,2,25,Female,Yes,3
1734,Bachelors,2015,Pune,2,26,Female,No,4
2911,Bachelors,2013,New Delhi,3,28,Female,No,1
3219,Bachelors,2018,Pune,3,41,Male,Yes,0
146,Bachelors,2014,Bangalore,3,25,Male,No,3
1986,Bachelors,2017,Pune,3,27,Male,Yes,5
1369,Bachelors,2013,Bangalore,3,24,Male,No,2
2811,Bachelors,2017,Bangalore,3,29,Male,No,4
659,Bachelors,2017,Bangalore,3,25,Male,No,3
1794,Bachelors,2013,Bangalore,3,26,Female,No,4
2511,Bachelors,2016,Bangalore,3,27,Male,No,5
3397,Bachelors,2013,Bangalore,3,40,Male,No,4
4282,Masters,2017,New Delhi,2,27,Male,No,5
1147,Masters,2012,New Delhi,3,24,Male,No,2
3272,Masters,2012,Bangalore,3,40,Female,No,5
608,Bachelors,2015,Pune,2,24,Female,No,2
3582,Bachelors,2014,Pune,2,31,Male,No,3
1930,Bachelors,2018,Bangalore,3,27,Male,Yes,5
197,Bachelors,2013,New Delhi,3,27,Female,No,5
2931,Bachelors,2014,Bangalore,3,27,Male,No,5
2327,Masters,2017,New Delhi,2,30,Male,Yes,2
4389,Bachelors,2015,Pune,2,26,Female,No,4
766,Bachelors,2014,Bangalore,3,24,Male,No,2
4218,Bachelors,2013,Bangalore,3,23,Male,No,1
3255,Masters,2015,New Delhi,3,38,Female,No,0
202,Bachelors,2017,Bangalore,3,27,Male,No,5
3510,Bachelors,2013,New Delhi,3,41,Female,No,1
1733,Bachelors,2015,New Delhi,3,24,Female,No,2
2777,Masters,2017,New Delhi,3,29,Female,No,2
1707,Masters,2017,Bangalore,2,26,Male,No,4
3474,Bachelors,2012,Bangalore,3,41,Male,Yes,0
854,Bachelors,2013,Pune,3,26,Female,Yes,4
4097,Bachelors,2012,New Delhi,3,38,Female,No,1
2160,Bachelors,2015,Pune,3,29,Male,No,2
698,Bachelors,2017,New Delhi,3,27,Female,Yes,5
4602,Bachelors,2015,Bangalore,3,39,Male,No,2
2999,Bachelors,2017,Bangalore,3,33,Male,No,2
3696,Bachelors,2018,Bangalore,3,39,Male,No,1
1636,Bachelors,2016,Pune,3,27,Female,No,5
3457,Masters,2017,New Delhi,2,34,Male,No,2
3581,Bachelors,2015,Pune,3,35,Male,No,3
1291,Bachelors,2012,Bangalore,3,28,Male,No,1
1853,Bachelors,2014,Pune,3,27,Male,Yes,5
3763,Bachelors,2016,Bangalore,3,37,Male,No,4
3304,Masters,2017,New Delhi,2,31,Female,No,2
4571,Bachelors,2017,New Delhi,2,37,Female,No,3
3743,Bachelors,2015,Bangalore,3,34,Male,No,0
3445,Bachelors,2013,Bangalore,3,37,Male,No,2
1998,Bachelors,2013,Bangalore,3,26,Male,No,4
663,Bachelors,2017,New Delhi,2,24,Female,No,2
3748,Bachelors,2015,Bangalore,3,37,Female,No,4
4413,Bachelors,2015,Bangalore,3,23,Male,No,1
709,Masters,2013,Bangalore,3,27,Male,No,5
1282,Bachelors,2017,New Delhi,3,25,Female,No,3
2675,Bachelors,2014,New Delhi,3,28,Female,No,3
4029,Bachelors,2014,Pune,2,32,Male,No,3
